# All channels scraped so far
amazon_ranking,channel_name,apk_id
795,Waterford STV Channel,com.amazon.rialto.cordova.webapp.webapp24d32765a67040ef8227e1089751d031
796,West Bloomfield STV Channel,com.amazon.rialto.cordova.webapp.webapp21434a76faf24779aef407bf8d43a9ae
797,uInterview,com.amazon.rialto.webapp.Ae1746b98749b5b3f4cf8f1d1a974740c6c3ecc8a
798,SongSource Music TV,com.amazon.rialto.cordova.webapp.webapp482426ed5fcb4a9083dacc43e8bc8ec7
799,Elizabeth STV Channel,com.amazon.rialto.cordova.webapp.webapp57d268caa0c342f288ed2e932e87b9ee
800,Genuine Journey Network,com.amazon.rialto.cordova.webapp.webapp5fc2e60b25d94ad4a9f570f89412dc27
801,Bidtween Tv,com.bidtweentv
802,Almavision App,com.almavisiontvapp
803,Harmon Group Media Partners,com.amazon.rialto.webapp.A97a39f857075ac09468b9222ff79d920f80cf054
804,3re Souls TV,com.amazon.rialto.webapp.A1ad7745609925c0784704d332c4db0e015576c71
805,Horror House Media,com.amazon.rialto.webapp.Aa9616bff871a36379f29be22093b3c3eb1710ab4
806,TPG Nightly Terrors,com.amazon.rialto.webapp.A8302c274ec0e63feedfcf7722c23357c612356bb
807,Amazing Classics,stormcastcinema.amazing.classics
808,Trashy Horror Movies,com.zype.trashyhorrormovies
809,BoxCast,com.amazon.rialto.cordova.webapp.webappb0f40d7b689b4aa68f2d5442e0cad43b
810,Insight TV,tv.tern.insighttv
811,Plateau Stream,com.plateautv.tv.platform
